,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
118,GSM4YOU,iphone 13 256gb midnight rabljeno,Grad Zagreb,rabljeno,600,iphone 13 256 gb rabljeno boje crni sve mreze baterija 96% nacin placanja gotovina dostava osobno preuzimanje zagreb 095 393 7030 poziv sms whatsapp kliknite svi oglasi ove trgovine i pogledajte nasu kompletnu ponudu uredjaja,41649231,04.11.2023.,200
119,vukocica55,iphone 13 savrseno stanje,Grad Zagreb,rabljeno,499,u odlicnom stanju nema crtice na ekranu ocuvan dobjete uz njega kutiju kabal i racun,41872425,04.11.2023.,408
120,Eddy22,iphone 13 blue 128gb,Primorsko-goranska,rabljeno,570,prodajem iphone 13 128gb. radi na sve mreze sve ispravno bez ogrebotina. zastitno staklo na ekranu novo zastitno za zamjenu. zdravlje baterije 88% kutija usb c na lightning kabel. kupljen u istyle u.,41872340,04.11.2023.,80
121,Nia051,iphone 13 256gb rijeka 0915960394,Primorsko-goranska,rabljeno,900,odlican 1.vlasnica star 1.4 godinu maskice punjac kutija papiri,41545233,02.11.2023.,65
122,Peula99,iphone 13 128gb,Požeško-slavonska,rabljeno,580,odlicno stanje kutija papiri punjac. kupljen 3.11.2022. zdravlje baterije 92%.,41804782,02.11.2023.,64
123,Deniso11,iphone 13 128 gb green,Istarska,rabljeno,580,mobitel star godinu i pol. u zastitnoj maskici od prvog dana. 128 gb boja zelena. uz njega dolazi novi punjac i racun. zdravlje baterije 90%,41561077,01.11.2023.,218
124,Circe_Gr33k,iphone 13 128gb midnight black kaljeno maskica punjac kutija,Koprivničko-križevačka,rabljeno,550,koprivnica vidljivi tragovi koristenja. 8 10. zato daljem kaljeno staklo punjac i maskicu. zdravlje baterije 91%. ispravno.,41799382,01.11.2023.,73
125,stipoo_zg,iphone 13 crveni koristen u odlicnom stanju,Grad Zagreb,rabljeno,550,prodajem iphone 13 product red. koristen godinu i pol. ocuvan vidljivi sitniji tragovi koristenja. zdravlje baterije na 96%. uz njega kutija i kabel. moguca dostava na zapadu zagreba. 0992286665,41510326,30.10.2023.,738
126,q2681,iphone 13,Primorsko-goranska,rabljeno,500,stanje bezprijekorno.dolazi sa karbonskom maskom pitaka.kupljen u santa domenici prije 14 mjeseci.posjedujem racun,41777472,30.10.2023.,209
127,kagi,iphone 13 blue 128 gb,Istarska,rabljeno,550,prodajem iphone 13 kupljen u t mobile u u 03.05.2022. boja blue memorija 128 gb kapacitet baterije 91% u kutiji kabel za punjenje usb lightning dodatci apple original magsafe maska obicna maska stanje odlicno bez zamjena,41777373,30.10.2023.,201
128,sara447,iphone 13,Brodsko-posavska,rabljeno,500,prodajem iphone 13 u dosta dobrom stanju ima 2 ogrebotine cjena 530 nije fixna,41767474,28.10.2023.,274
129,glumica1606,iphone 13 128 gb rozni prva vlasnica,Grad Zagreb,rabljeno,520,prodajem rozni iphone 13. u savrsenom stanju ima mali ogrebotinicu kod utora za punjenje. ne vidi se dok ima maskicu. ja sam prva vlasnica.,41764724,28.10.2023.,203
130,ann139,iphone 13 midnight 128gb,Zagrebačka,rabljeno,550,prodajem navedeni uredjaj star godinu dana u odlicnom stanju. kupljen u t ht na produzenje ugovora. zdravlje baterije 96%.,41512876,26.10.2023.,170
131,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 13 128gb blue rabljen kap. bat. 86%,Istarska,rabljeno,550,apple iphone 13 128gb blue rabljen kap. bat. 86% detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji apple iphone apple iphone 13 blue 4 128gb,41749476,26.10.2023.,63
132,zalog.hr - PRODAJA/OTKUP/ZALAGAONICA,iphone 13 256gb crni do 24 rate r1 88% baterija,Grad Zagreb,rabljeno,650,prodajemo iphone 13 256 gb crni zdravlje baterije 88% mobitel je u izvrsnom stanju sa minimalnim tragovima koristenja uz mobitel dolazi originalna ambalaza uz mobitel dolazi originalni kabel za punjenje uz mobitel dolazi originalan racun i garancija od 23.11.2022. boja crna memorija 256 gb adresa poslovnice ozaljska 62 zagreb prodaja otkup zalog dostava placanje pouzecem placate postaru kad primate paket uz osiguranjem po cijeloj hrvatskoj virmansko placanje dostava uz osiguranjem po cijeloj hrvatskoj placanje gotovina navedene cijene na oglasu su za gotovinsko placanje kartice placanje na rate u poslovnici dio gotovina dio kartica koje kartice primamo pbz maestro visa premium do 24 rate pbz master rba do 12 rata ostale kartice jednokratno kontakt kontakt poziv sms viber whatsapp mail mobitel 098 669 725 whatsapp 098 669 725 fiksna linija 01 363 3678 mail info zalog.hr web www.zalog.hr facebook zalog.hr zalagaonica instagram zalog.hr otkupljujemo i prodajemo i uzimamo u zalog mobiteli tehnika numizmatika investicijsko zlato mobiteli pokretnine automobili quad ovi bicikli elektricni motor i skuter i romobil i djeciji auti na akumulator baterije playstation nintendo xbox konzole igre kontroleri i sva ostala oprema laptop i apple macbook ovi tablet i apple ipad i televizor i dji dron ovi gopro kamere hoverboard i sportska fitness crossfit i box oprema ostali predmeti koji imaju trzisnu vrijednost apple iphone new novi series x 128gb 256gb 512gb 1tb 128 256 512 gb 14 1 t tb black crni starlight white bijeli purple ljubicasti blue plavi red crveni bbijela crna crvena plava i ljubicasta boja radno vrijeme pon petak 08 00 20 00 sub 9 00 15 00 kliknite na svi oglasi ove trgovine te pogledajte nasu kompletnu ponudu sifra artikla t10252,41501928,16.10.2023.,803
133,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,iphone 13 128gb starlight bat. 100% r1 rate,Grad Zagreb,rabljeno,650,prodajemo iphone 13 128gb starlight. uredjaj je u odlicnom stanju sa sitnim tragovima koristenja na ekranu. uredjaj dolazi u originalnoj kutiji s kabelom uredjaj je aktiviran 04.08.2023. uredjaj posjeduje garanciju 12 mjeseci od datuma aktivacije uredjaj posjeduje racun 04.08.2023. zdravlje baterije 100% boja starlight predmet mozete pogledati u nasoj trgovini u ilici 78. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastercard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja sifra artikla b24484,41626470,11.10.2023.,295
134,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,iphone 13 128gb r1 rate,Grad Zagreb,rabljeno,750,prodajemo iphone 13 128gb. uredjaj je u odlicnom stanju sa minimalnim tragovima koristenja. uredjaj ne posjeduje racun i garanciju. uredjaj posjeduje kutiju te svu pripadajucu opremu. zdravlje baterije 96 % boja midnight predmet mozete pogledati u nasoj trgovini u ilici 235. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastecard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja. sifra artikla c22533,41473317,21.09.2023.,370
135,ZALAGAONICA OTKUP.HR / Zalog-Prodaja-Otkup,iphone 13 128gb r1 rate,Grad Zagreb,rabljeno,630,prodajemo iphone 13 128gb. uredjaj je koristen te ima vidljive znakove koristenja. uz uredjaj dolazi racun kupljen 03.2022. . uredjaj posjeduje kutiju te svu pripadajucu opremu. zdravlje baterije 95 % predmet mozete pogledati u nasoj trgovini u ilici 235. mogucnost placanja na rate mastercard visa rba do 12 rata te pbz maestro visa mastecard i visa premium karticama do 24 rate. navedene cijene su za gotovinsko placanje. mogucnost izdavanja r 1 racuna. dostava po cijeloj hrvatskoj u 72 sata. placanje prilikom preuzimanja. pouzecem . idealan poklon posjetite nasu njuskalo trgovinu ili posjetite www.otkup.hr zalagaonica otkup.hr ilica 78 ilica 235 takodjer posjetite nas instagram profil zalagaonica.otkup.hr i facebook otkup hr.zalog.otkup.prodaja. sifra artikla c21282,39606519,14.09.2023.,1322
