,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
121,PraonaH2,iphon 12 bijeli 64gb,Grad Zagreb,rabljeno,420,odlicno stanje koristen poslovno samo. stanje baterije na slikama bijela boja zvati na 0989947420,40990098,06.11.2023.,538
122,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 12 128gb red crveni sva oprema garancija baterija 91% ,Splitsko-dalmatinska,rabljeno,669, sve na jednom mjestu mixshop prodaje se apple iphone 12 128gb mobitel 6.1 inca display 4k kamera 128 gb interna memorija 2815mah baterija koristen mobitel sitni tragovi koristenja zdravlje baterije 91% red crvena boja originalna oprema tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,36547984,06.11.2023.,800
123,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 12 64gb blue rabljen kap. bat. 83% ,Istarska,rabljeno,450,apple iphone 12 64gb blue rabljen kap. bat. 83% ,41889065,06.11.2023.,28
124,Loreno132,iphone 12 bjeli 128gb kao nov,Grad Zagreb,rabljeno,500,kapt. baterije %86 mobitel je ocuvan nema ogrebotina. dolazi 1 maskicom,41066458,05.11.2023.,547
125,Delivucis,iphone 12 black 128gb,Grad Zagreb,rabljeno,400,iphone 12 black 128gb baterija na 83% stanje 9 10 ima manju ogrebotinu kod prikljucka za punjenje dolazi sa zaljepljenim novim zastitnim staklom i maskicom ios 17.1,41884120,05.11.2023.,223
126,vargoivica,iphone 12 .prilika,Primorsko-goranska,rabljeno,350,prodajem super ocuvani u stanju novoga .nema crtice iphone 12 bijele boje sa maskicom kutijom i racunom kupljen 22.01.2021 baterija 87%...super drzi ,41882976,05.11.2023.,259
127,xiphoss,iphone 12 bijeli 128 gb vrhunsko stanje,Grad Zagreb,rabljeno,450,prodajem iphone 12 bijeli model s 128gb memorije u odlicnom stanju.,41882679,05.11.2023.,243
128,antem5,iphone 12,Splitsko-dalmatinska,rabljeno,400,prodajem iphone 12 64gb kupljen 02 22 u istyle posjedujem racun mobitel je kao nov. prilikom kupnje odmah je stavljeno kaljeno staklo te maskica. zdravlje baterije 85% za vise informacija i slika slobodno me kontaktirajte.,41881000,05.11.2023.,81
129,iribaric,apple iphone 12 256gb,Grad Zagreb,rabljeno,430,prodajem iphone 12 256gb crne boje. pokusao sam staviti cim vise slika da se vidi pravo stanje ocuvanosti uredjaja. baterija 82%. bez zamjena.,41880966,05.11.2023.,278
130,JoeBlack,iphone 12 128gb black ocuvan 2 case a zastita ekrana postavljena,Sisačko-moslavačka,rabljeno,400,transparent silikon case book case zastita ekrana postavljena dobro ocuvano. zastita ekrana i case od samog pocetka koristenja. dolazi sa orginalnom kutijom,38864974,04.11.2023.,956
131,V3K1C4,iphone 12 64 gb crni izvrsno stanje ,Bjelovarsko-bilogorska,rabljeno,410,prodajem iphone 12 stanje uredjaja je 9.5 10 jedva vidljivi tragovi koristenja po rubu mobitela. ekran i stakla su besprijekorna. od prvog dana mobitel je koristen u maskici i kaljenom staklu. kaljeno je skinuto zbog slikanja. na mobitelu je sve originalno i u poptunosti ispravno zdravlje baterije iznosi 88%. uz mobitel idu kutija i kabal za punjenje. cijena iznosi 410 . u zamjeni je cijena 50 vise.,41287255,04.11.2023.,195
132,ema123g,iphone 12 crni 256 gb,Zagrebačka,rabljeno,450,prodajem iphone 12 256 gb crne boje. mobitel je koristen 2 godine ali uvijek u zastitnoj maski. vidjljivi znakovi koristenja na ekranu. uz mobitel dolazi orginalna kutija i punjac. zdravlje baterije je 86%. cijena nije fiksna nisam za zamijene.,40346485,03.11.2023.,888
133,tudja,iphone 12 128gb,Grad Zagreb,rabljeno,390,prodajem iphone 12 128gb ljubicasti. mobitel je koristen no veoma je ocuvan cijelo vrijeme je bio u maskici . koristila ga je zena stanje vidljivo na slikama. zdravlje baterije je 82%. uz mobitel dolazi vlastita kutija kabel adapter i maskica. cijena nije fiksna. ne saljem postom ni tiskom samo primopredaja u zagrebu. za sve upite se javite na broj telefona 0953896781.,41836659,03.11.2023.,393
134,Mimi1702,iphone 12,Dubrovačko-neretvanska,rabljeno,250,mobitel u super stanju jedino sto mu slusalica ne valja treba se upaliti zvucnik da se cuje sto se prica a mozete ga spojiti na slusalice ili ko ima vremena da sredi to sa slusalicom. oglas iz usluge,41573116,03.11.2023.,434
135,Tu_Za_Vas,apple iphone 12 64gb white bijeli kao novoo garancija 64 gb,Dubrovačko-neretvanska,rabljeno,620,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 64gb 64 gb white bijela boja bijeli .. mobitel je kratko koristen u super stanju i sa svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37996254,03.11.2023.,1009
136,Tu_Za_Vas,apple iphone 12 64gb blue plavi kao novoo garancija 64 gb,Dubrovačko-neretvanska,rabljeno,620,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 64gb 64 gb blue plava boja plavi .. mobitel je kratko koristen u super stanju i sa svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mrezee.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37996262,03.11.2023.,943
137,Tu_Za_Vas,apple iphone 12 128gb purple ljubicasti kao novoo garancija 128 gb,Dubrovačko-neretvanska,rabljeno,670,moguca i zamjena za drugi uredjaj uz nadoplatu.. prodaje se apple iphone 12 128gb 128 gb purple ljubicasta boja ljubicasti .. mobitel je kratko koristen stanje mu je doslovno novo novoo bez i najmanjeg traga koristenja sa garancijom i svom originalnom opremom sto dodje kao i kada kupite nov mobitel tvornicki otkljucan na sve mreze.. kontakt telefon 099 685 3035 whatsapp viber zbog terenskog rada na vise linija cesto nisam u mogucnosti da odgovorim na telefonske pozive zato budite slobodni da nazovete ili posaljete poruku na whatsapp ili viber i javljam se u sto kracem roku.. hvala.. tu za vas pogledajte i ostalu ponudu klikom na svi oglasi ovog oglasivaca ,37996253,03.11.2023.,1419
138,apskorpion,iphone 12 crni 64gb.,Brodsko-posavska,rabljeno,390,mobitel u odlicnom stanju sve ispravno i sve radi odlicno. zdravlje baterije 86% uz mobitel kutija i maskica dostupan odmah,41808650,02.11.2023.,171
139,Snoopy22,iphone 12 128 gb bijeli,Osječko-baranjska,rabljeno,400,prodajem iphone 12 128 bijeli ocuvan bez ijedne ogrebotine vidljivo na slikama. kupljen u t com u star 2 god. moguca dostava u osijek. zamjene iskljucene prodaje se jer je kupljen novi.,41805485,02.11.2023.,130
140,oskar12345,iphone 12,Koprivničko-križevačka,rabljeno,500,prodaje se iphone 12 64 gb stanje baterije je 90 % star 1.5 godinu. od prvog dana ima kaljeno staklo i uz njega poklanjam maskice.,41801389,01.11.2023.,32
141,fkomar17,iphone 12 black 64 gb ocuvan maskica na poklon,Zagrebačka,rabljeno,349,iphone 12 boja crna memorija 64 gb koristen 1 i pol godinu mobitel radi bez zastoja. baterija u odlicnom stanju. od prvog dana u zastitnoj masci. bez vecih ostecenja. uz mobitel dolazi original kutija. na poklon maskica sa slike lila . mobitel je moguce uzivo pregledati na podrucju zapresica i zapadnog dijela zagreba. bez zamjena.,41376135,01.11.2023.,653
142,bobzila,iphone 12 crni 64gb,Grad Zagreb,rabljeno,450,iphone 12 crni 64gb sve mreze kao nov bez ogrebotina. star godinu dana racun i jamstveni list. baterija na 92% originalna. uz uredjaj dolazi jedna zastitna maskice te prednja zastitna plasticna folija.,41294811,01.11.2023.,563
143,fpal,iphone 12 128gb,Grad Zagreb,rabljeno,370,prodaje se iphone 12 128gb crni. star 2 godine i 6 mjeseci malo koristen i u jako dobrom stanju. zdravlje baterije battery health je 89%. ima samo par sitnih ogrebotina oko lece sto se vidi na slici. od prvog dana je kaljeno staklo na ekranu i nikad nije nosen bez maskice. uz mobitel dolazi kutija kabel i maskica. cijena je 370 . nalazi se u zagrebu te ne saljem postom. zvati na 099 23 82 433,41800250,01.11.2023.,484
144,Andrea299,iphone 12 64gb bijeli,Grad Zagreb,rabljeno,400,prodajem iphone 12 64 gb white 86% zdravlje baterije u izvrsnom stanju uvijek nosena maskica i zastitno staklo. dolazi s kabelom bez adaptera.,41303733,01.11.2023.,626
145,kickyhno,apple iphone12 64gb crni,Grad Zagreb,rabljeno,400,mobitel apple iphone 12 64gb crni ispravno. baterija 86%. moze cak i zamjena za neki mtb vrijednosti oko 1000 uz moju nadoplatu ili neku igracu konzolu tipa ps5 nintendo switch itd..,41788913,31.10.2023.,461
146,Mrvica1997,iphone 12 za dijelove,Grad Zagreb,rabljeno,60,prodajem iphone 12 za dijelove zakljucan na icloud. fali zadnja kamera i ekran. stanje vidljivo.,41771594,29.10.2023.,200
147,smulj,iphone 12,Ličko-senjska,rabljeno,350,iphone 12 star dvije godine. sve ispravno. bez crtice na sebi. stanje 10 10. kupljen u t comu. orginalna kutija.,41768501,28.10.2023.,61
148,ivsvjch,iphone 12 128 gb,Splitsko-dalmatinska,rabljeno,400,iphone 12 128 gb zeleni baterija 83% stanje 10 10 koristen uvijek s maskom i zastitnom folijom. uz mobitel ide samo kabel za punjenje. razlog prodaje kupnja drugog mobitela. mogucnost osobnog preuzimanja na podrucju splita ili slanja postom. cijena 400 kontakt 385 99 201 24 44,41768072,28.10.2023.,136
149,Tina-zgs,iphone 12 65gb,Grad Zagreb,rabljeno,400,prodajem iphone 12 64gb jedina mana je to sto je puklo iza staklo na kameri ali ne smeta za rad mobitela moze i zamjena za drugi iphone uz moju nadoplatu uz mobitel ide kabl za punjenje i maskica,41764286,28.10.2023.,56
150,Broza97,iphone 12 64gb ocuvan,Primorsko-goranska,rabljeno,300,prodajem iphone 12 64gb crni star oko 2 2 5 godine vidljivi tragovi koristenja na rubovima ali od prvog dana u maskici i sa zastitnim staklom nikad servisiran uz mobitel poklanjam 3 zastitna stakla i 3maskice. baterija na 84% razlog prodaje kupio nadogradnju,41763554,28.10.2023.,250
151,miajurjev,iphone 12 128gb odlicno stanje,Zadarska,rabljeno,550,prodajem iphone 12 odlicno stanje nema ogrebotina na zaslonu minimalno ostecen u kutu original kutija. zdravlje baterije je 87%.,41760330,27.10.2023.,104
152,radeljicm1,iphone 12 64gb,Grad Zagreb,rabljeno,280,mobitel ima zdravlje baterije od 85% te nije imao maskicu ni zastitno staklo od pocetka koristenja. sve funkcije na mobitelu rade kao i prvoga dana na rubovima se vide sitna ostecenja jer mobitel nije imao maskicu.,41519707,27.10.2023.,1297
153,petranovakkt,apple iphone 12 64 gb,Grad Zagreb,rabljeno,350,prodajem apple iphone 12 star dvije god koristen godinu dana nema niti jedne ogrebotine od prvog dana u maskici i sa zastitnim staklom uz mobitel dolazi i original punjac sa c nastavkom baterija 87% mlim iskljucivo se javiti sms om na broj 091 4959095,41752754,26.10.2023.,128
154,fix660,prodajem iphone 12,Grad Zagreb,rabljeno,300,prodajem iphone 12 64 gb crne boje u odlicnom stanju,41751280,26.10.2023.,265
155,ZALAGAONICA PROSPER - PRODAJA/OTKUP/ZALAGAONICA,iphone 12 128gb 87% stanje 10 10 do 24 rate povoljno r1 ,Grad Zagreb,rabljeno,390,prodajemo iphone 12 128gb crne boje. uredjaj je u izvrsnom stanju staklo bez crtice. zdravlje baterije 87% kao nov. boja crna pohrana 128gb baterija 87% garancija nema garanciju navedene cijene su za gotovinsko placanje cijena za kartice je uvecana za 10%. mogucnost placanja na rate za kartice zagrebacke banke ostale kartice jednokratno. mogucnost izdavanja r1 racuna. predmet se moze pregledati u nasoj poslovnici zalagaonica prosper adresa lastovska 2a trznica savica prizemlje kontakt poziv sms whatsapp mail 095 574 9977 radno vrijeme pon pet 10 00 18 00 sub 9 00 13 00 sifra predmeta 1490,41750736,26.10.2023.,94
156,NaraD138,iphone 12,Primorsko-goranska,rabljeno,300,prodajem iphone 12 79% 64gb bijeli sacuvan bez tragova koristenja 300 ,41749837,26.10.2023.,177
157,bs9y1,iphone 12 64 gb,Grad Zagreb,rabljeno,370,prodajem iphone 12 64gb black sa 100% baterije.mobitel je reborn.garancija odinu dana kutija i racun.slati iskljucivo tekstualne poruke 0917852884.,41748609,26.10.2023.,94
158,kalidomus0410,iphone 12 128gb black,Grad Zagreb,rabljeno,320,mobitel je jako ocuvan skoro kao novi. po rubovima nema nikakvih ostecenja cijelo vrijeme se koristio sa maskicom. na ekranu se vide blagi tragovi koristenja nikad nosen u dzepu zajedno sa kljucevima kovanicama i sl. zdravlje baterije 88%. dolazi u originalnoj kutiji sa originalnim kabelom. gratis dajem brzi punjac. javiti se na sljedeci broj telefona 091 558 3894,41745765,25.10.2023.,181
159,zm1312,iphone 12 64 gb,Grad Zagreb,rabljeno,400,iphone 12 64 gb bijela boja,41171670,15.10.2023.,206
160,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 12 128gb maticna ploca komplet face id kamere baterija,Istarska,rabljeno,398,apple iphone 12 128gb maticna ploca komplet face id kamere baterija vazno ostecenja uzrokovana izlaganjem uredjaja vlazi vodi ili metalnoj prasini te mehanicka ostecenja kao sto su lomovi padovi ne podlijezu jamstvenim uvjetima bez obzira na ip certifikat uredjaja i razne reklame na webu. pismena garancija nije u sustavu pdv a. mogucnost placanja virmansko gotovinom karticama online putem web shopa izdajemo r 1 racun. kao trosak poslovanja da pdv odbitak ne cijene na oglasima su prikazane s ukljucenim popustom za gotovinu . cijene se mogu razlikoati izmedju online trgovine i posjete fizickoj lokaciji mozete nas posjetiti u trgovini u novigradu istarskom u velikoj ulici 33a u strogom centru grada.... isto tako saljemo postom na vasu kucnu adresu ukoliko niste u mogucnosti doci do nas. cijene iskazane na stranicama www.ab mobiteli.com njusakalu i index oglasima su sa uracunatim porezom 25% osim ako nije drugacije navedeno.uredjaji koji su otkupljeni od gradjana pdv e je 0. uredjaji koji imaju oznaku rd to bi nam znacilo da su uredaji rabljeni. ne odgovaramo za pogreske u opisima proizvoda ali u istima nastojimo biti sto precizniji i tocniji. slike proizvoda su simbolicne prirode te ne moraju u potpunosti odgovarati istima. za detaljni rok isporuke proizvoda i druge vama bitne informacije molimo da nas kontaktirate na 099 245 5422 ili facebook ab mobile servis. a.b mobile d.o.o velika ulica 33a 52466 novigrad,34998116,12.07.2021.,1083
