,advertiser,ad_title,location,condition,price,ad_description,ad_id,date_of_publishing,number_of_showings
119,sanjkalo,iphone 11 64 gb zeleni,Splitsko-dalmatinska,rabljeno,270,prodajem iphone 11 koristen 24 mj koliko je trajala pretplata.jako dobro ocuvan baterija u super stanju.dolazi bez punjaca jer ga ni ja nisam dobila.zelene boje.cijena jako povoljna. uz mobitel poklanjam 6 maskica koje sam koristila s tim da su dvije original apple.zdravlje baterije 80% uplate primam na moj osobni racun jer nemam dobro iskustvo sa pay protectom.,41938781,10.11.2023.,85
120,KillaBEEZ,iphone 11 crni punjac space gray,Osječko-baranjska,rabljeno,280,apple iphone 11 space gray tamno siva boja koristen kao sluzbeni telefon. tijekom koristenja uvijek je bio u silikonskoj futroli. punjac je zamjenski i kabl je pri vrhu izoliran ali puni bez prekidanja. baterija radi vrlo dobro i telefon nema ostecenja. 64gb iphone 11 datum kupnje kolovoza 2020 serijski broj fk1cw5fdn735 saljem postom putem tiska kako god odgovara.,41937405,10.11.2023.,99
121,cro2021,iphone 11 za dijelove,Koprivničko-križevačka,rabljeno,100,0981780483 bez ostecenja mobitel.za dijelove kompletan mogu poslati postom,41936536,10.11.2023.,152
122,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 red crveni kao nov garancija zamjena da baterija 100%,Splitsko-dalmatinska,rabljeno,475, prodaja otkup zamjena zalagaonica sve na jednom mjestu mixshop prodaje se apple iphone 11 mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo zdravlje baterije 100% tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona takodjer na stanju imamo i sve originalne mobitele od najstarijih do najnovijih cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine moze i razna vrsta zamjene uz nasu ili vasu nadoplatu kako se dogovorimo.,35411187,09.11.2023.,1107
123,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 128gb green zeleni kao nov garancija zamjena da 128,Splitsko-dalmatinska,rabljeno,499, sve na jednom mjestu mixshop prodaje se apple iphone 11 128gb 128 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,35410471,09.11.2023.,1116
124,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 yellow zuti kao nov garancija zamjena baterija 100%,Splitsko-dalmatinska,rabljeno,475, sve na jednom mjestu mixshop prodaje se apple iphone 11 mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo zdravlje baterije 100% tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,35411214,09.11.2023.,1080
125,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 64gb black crni kao nov garancija zamjena da 64gb,Splitsko-dalmatinska,rabljeno,435, sve na jednom mjestu mixshop prodaje se apple iphone 11 64gb 64 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona cjelokupnu ponudu pogledajte jednim klikom na svi oglasi ove trgovine ,35410515,09.11.2023.,925
126,Pero1234566,iphone 11 64gb,Grad Zagreb,rabljeno,220,iphone 11 64gb space gray. zdravlje baterije 73%. koristen sa maskicom. prodajem zbog kupnje novog mobitela. cijena je fiksna. za vise inf. nazvati 091 1426 471,41929382,09.11.2023.,677
127,Josip_1201,iphone 11 64gb,Grad Zagreb,rabljeno,260,prvi vlasnik zdravlje baterije 85% mobitel od prvog dana u maskici kaljeno staklo izuzetno ocuvan uz mobitel dolaze slusalice maskica punjac i kutija,40328830,09.11.2023.,1169
128,jaen,iphone 11 64gb black,Grad Zagreb,rabljeno,230,koristen 2 godine baterija na 89% ispravan sve radi otkljucan s iclouda. okvir i straznja strana bez ostecenja na ekranu s lijeve strane ima malu crticu neprimjetna boravio u istom dzepu s kljucevima . u originalnoj ambalazi s originalnim nekoristenim lightning usb c kablom rabljena prozirna maskica na poklon bez punjaca jer je tako i kupljen. cijena 230 . samo osobno preuzimanje zagreb i okolica.,41929275,09.11.2023.,665
129,dari08,iphone 11 64gb 88% baterija,Grad Zagreb,rabljeno,300,prodajem iphone 11 sa memorijom od 64gb. kapacitet baterije 88%. dolazi sa original kutijom. mobitel radi odlicno i dobrom je stanju jedino ima par ogrebotina po rubovima ekran i zadnje staklo nema nikakvih ostecenja. mobitel dolazi bez punjaca. dolazi sa maskicom.,41615987,09.11.2023.,728
130,MasterOS,iphone 11 64 gb purple,Osječko-baranjska,rabljeno,400,prodajem iphone 11 purple kupljen 2020 god. baterija 85 %,41678341,09.11.2023.,96
131,Bubi1402,iphone 11 64gb,Grad Zagreb,rabljeno,270,prodajem koristeni iphone 11 64gb u vipi u malo koristen. od prvog dana ima zastitno staklo preko ekrana i masku tako da nema nikakvih vanjskih ostecenja. i trenutno je gore koristeno zastitno staklo u kutiji su slusalice par puta koristenete ta kabel. sve radi savrseno do neki dan je koristen tj. prodajem ga jer sam kupila novi. ako netko zeli uz njega ide i par maskica koje su u ok stanju. kapacitet baterije je na 72%. zvati na 0919069124,41923402,08.11.2023.,585
132,mirela1401,apple iphone 11 64gb black u izvrsnom stanju,Grad Zagreb,rabljeno,315,prodajem apple iphone 11 64gb black u izvrsnom stanju bez ikakvih ogrebotina i ostecenja. stanje 10 10. mobitel dolazi u original kutiji sa original adapterom i kabelom. uz mobitel dolazi i original kvalitetna spigen maskica mobitel je od prvog dana koristen sa zastitnom spigen maskicom . primopredaja u zagrebu.,40662897,08.11.2023.,1323
133,mateo0611,iphone 11 64gb,Grad Zagreb,rabljeno,250,bez ogrebotine zamjenjena baterija 250eura,41912954,07.11.2023.,169
134,mihajlo83,iphone 11 128g crveni prodaja i zamjena ,Vukovarsko-srijemska,rabljeno,299,iphone 11 sacuvan mogucnost zamjene za iphone 12 iili 13,41546387,06.11.2023.,206
135,wera33,iphone 11 64gb,Bjelovarsko-bilogorska,rabljeno,290,prodajem koristeni iphone11 64gb ocuvan bez ostecenja i bez ogrebotina. baterija 78% originalna kutija iglica i rabljeni punjac. maskice poklanjam. za vise slika i informacija nazovite me za mobitel 095 9014942,41276600,06.11.2023.,300
136,IvicaTomic_nv,iphone 11 64gb bijeli,Primorsko-goranska,rabljeno,240, kupljen u a1 u 09 2020. mobitel je vrlo dobro ocuvan radi besprijekorno. radi na sve mreze nikada razbijen nista na njemu nije mijenjano ima nekoliko sitnih ogrebotina koje se ne vide kod koristenja mobitela. uz mobitel adapter i kabel kapacitet baterije 79% mobitel je vracen na tvornicke postavke. primopredaja ili slanje dostavnom sluzbom po vasem odabiru molim kontakt pozivom ili porukom na br telefona 095 8732931,41890085,06.11.2023.,153
137,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 64gb purple ljubicasti kao nov garancija zamjena da ,Splitsko-dalmatinska,rabljeno,435, sve na jednom mjestu mixshop prodaje se apple iphone 11 64gb 64 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410525,06.11.2023.,2532
138,PRODAJA/OTKUP/ZAMJENA/ZALAGAONICA *Sve na jednom mjestu MixSHOP*,apple iphone 11 128gb white bijeli kao nov garancija zamjena da 128,Splitsko-dalmatinska,rabljeno,499, sve na jednom mjestu mixshop prodaje se apple iphone 11 128gb 128 gb mobitel kratko koristen uredjaj perfektno stanje kao novo originalna oprema kutija i sve ostalo tvornicki otkljucan na sve mreze garancija na sve nase uredjaje vrsimo i zamjenu staro za novo novo za staro i sve ostale kombinacije uz dogovorenu nasu ili vasu nadoplatu kontakt telefoni tel 1 00385 95 3 666 666 zbog problema sa mrezom na ovom broju trenutno nismo u mogucnosti odgovarati na telefonske pozive ali whatsapp i viber su uvijek dostupni tel 2 00387 63 066 666 ovaj broj je dostupan za sve tel. poziv whatsapp viber web stranica www.mixshop6.com facebook stranica mixshop instagram profil mixshop ljubuski vrsimo i slanje brzom postom placanje pri preuzimanju paketa. troskove dostave je potrebno uplatiti prije samog slanja paketa kao osiguranje da ce posiljka biti preuzeta naruceni proizvod placate pri preuzimanju. za narudzbu trebate ostaviti vase ime i prezime adresu broj telefona,35410479,06.11.2023.,1115
139,lucijat2335,apple iphone 11 64gb crni,Grad Zagreb,rabljeno,230,prodajem rabljeni iphone 11 crne boje s memorijom od 64gb. mobitel je vrlo dobro ocuvan na njemu je sve ispravno i radi besprijekorno. nikada razbijen ili slomljen ali ima nekoliko vrlo sitnih ogrebotina koje se ne vide pri koristenju mobitela. dolazi u originalnoj kutiji s originalnim punjacem adapterom i kabelom slusalicama i sim iglicom. radi na sve mreze. kapacitet baterije 78% mobitel je vracen na tvornicke postavke. uz mobitel poklanjam i 4 maskice obicnu prozirnu i bijelu te crnu i sarenu s vrpcama za oko vrata. primopredaja u zagrebu. cijena nije fiksna molim ozbiljne kupce da me kontaktiraju pozivom ili sms om na broj mobitela 0958312523,41886379,05.11.2023.,661
140,y6pw1,iphone 11 128 gb mint boja,Grad Zagreb,rabljeno,400,iphone 11 128 gb memorije mint boja zdravlje baterije je 74% uz mobitel dolaze i slusalice i kutija mobitel je rabljen ali je odlicno ocuvan i super radi bez kvarenja prodaje se iskljucivo jer sam dobila novi mobitel na poklon,41886365,05.11.2023.,210
141,Louikachu,iphone 11 128gb,Splitsko-dalmatinska,rabljeno,320,iphone 11 128gb bez ogrebotine sve originalne komponente sa originalnom kutijom kontakt putem e poste louispellay gmail.com iphone 11 128gb no scratches all orginal components with original box contact by e mail louispellay gmail.com,41884511,05.11.2023.,74
142,Chiarasm,iphone 11 64gb red crveni kao nov,Grad Zagreb,rabljeno,270,iphone 11 64gb star 3 godine kao novi baterija 78% nikad razbijen uvijek bio u maskici i sa zastitnim staklom. u originalnoj kutiji. uz iphone poklanjam jednu maskicu. ne dolazi sa punjacem i slusalicama. samo gotovina.,39004903,05.11.2023.,611
143,g52m1,iphone 11 64gb,Grad Zagreb,rabljeno,180, zamijenjena baterija na mobitelu face id ne radi cijena nije fiksna,41875259,04.11.2023.,150
144,Josip2905V,iphone 11 64 gb,Zagrebačka,rabljeno,400,prodajem iphone 11. vrlo dobro ocuvan. cijena po dogovoru.,41808882,02.11.2023.,348
145,yami56,iphone 11 kutija uputstva iglica naljepnice...,Grad Zagreb,rabljeno,20,iphone 11 kutija uputstva iglica naljepnice... u odlicnom stanju fixsno,41282266,02.11.2023.,238
146,atb1,iphone 11 256 gb,Osječko-baranjska,rabljeno,350,prodajem iphone u dobrom stanju. baterija promjenjena prije mjesec dana ali nije original. uz iphone ide maska kabel punjac i kutija,41808394,02.11.2023.,99
147,Lorena002,super prilika iphone 11 64gb 10 10 zdravlje baterije 87%,Istarska,rabljeno,250,prodajem iphone 11 64 gb crne boje zdravlje baterije je 87% mobitel je koristen 17 mjeseci i koristen je samo zbog posla doslovno nema tragova koristenja mogu poslati jos slika za ozbiljne kupce kupljen je u telemach u imam racun uz telefon dolazi kutija racun kabel i dvije maskice. mobitel je u savrsenom stanju nema nijednu ogrebotinu i od prvog dana je u maskici i sa zastitnim staklom. cijena je 250 osobno preuzimanje ili saljem postom kontakt njuskalo poruke ili whatsapp,38799898,01.11.2023.,1208
148,spika123,iphone 11 128gb,Virovitičko-podravska,rabljeno,250,iphone 11 128gb potpuno ispravan i ocuvan zdravlje baterije 80% cjeli dan traje bez problema otvoren na sve mreze uz njega dolazi prozirna maskica i kabal za punjenje cjena 250 nije fixsno bez zamjena info na broj 097 741 2031,41610212,01.11.2023.,308
149,nico007,iphone 11 64gb white,Istarska,rabljeno,300,prodajem iphone 11 64 gb u bijeloj boji. mobitel je ocuvan i na njemu je sve ispravno. dolazi sa kutijom punjacem i slusalicama. zastitno staklo i maskica su uvijek na njemu. cijena po dogovoru. broj telefona 095 817 0890,41800549,01.11.2023.,139
150,luka128,iphone 11 64gb,Grad Zagreb,rabljeno,200,mobitel je u super stanju dolazi s punjacem i kutijom. kaljeno staklo je naljepljeno dolazi i s maskicom. zdravlje baterije 75% primoredaja zg,41798203,01.11.2023.,559
151,tomi210,iphone 11 100% zdravlje baterije original moze zamjena,Grad Zagreb,rabljeno,349,prodajem iphone 11 stanje je 10 10 u svakom smislu sto mozete vidjeti i na slikama. uz mobitel dolazi kutija oprema i na poklon 7 8 maskica zastitno staklo. zdravlje baterije je na 100% baterija je zamjenjena u apple ovlastenom servisu posjedujem i racun iz servisa gdje se vidi da je baterija original apple. moguca je zamjena za iphone novije generacije ili samsung. za sva ostala pitanja slobodno nazovite na broj u oglasu.,41797588,01.11.2023.,518
152,gogsr999,iphone 11 64 gb bijeli,Vukovarsko-srijemska,rabljeno,280,prodajem iphone 11 64 gb u odlicnom stanju bijele boje kutija punjac maskice zamjene iskljucene,41797384,01.11.2023.,104
153,matkononkovic,iphone 11 64gb bijeli kao nov ,Šibensko-kninska,rabljeno,300,prodajem iphone 11 kupljen 8.7.2021. u telemachu. uredjaj je u perfektnom stanju te zadnja 4 mjeseca nije bio koristen. kapacitet baterije je 86%. na ekranu je zastitno staklo koje bi se moglo mijenjati radi estetike kao sto se vidi na fotografijama no ekran nema ni jedne ogrebotine. sa uredjajem dolazi i novi originalni punjac s kabelom kupljen u 8. mjesecu 2023. te 5 razlicitih maskica. cijena je 300 eur uredjaj je zaista pazen i prodaje se iskljucivo jer je visak. zvati iza 18h radnim danom ili na whatsapp. 091 536 7671,41797051,01.11.2023.,89
154,chesan,iphone 11 128gb rabljen,Karlovačka,rabljeno,280,razlog prodaje je kupnja novog mobitela star je 3 5 god. nema nikakvih ostecenja osim sitne ogrebotine na staklu 6. slika zdravlje baterije je 77% ne dolazi s punjacem. uz njega dolaze i dvije maskice svaka 5 cijena mobitela nije fiksna,41791602,01.11.2023.,141
155,niko302,iphone 11 64 gb,Primorsko-goranska,rabljeno,300,malo koristen kutija racun garancija. dostava moguca nakon vidljive uplate. primopredana u rijeci.,39883760,31.10.2023.,400
156,MrGoc,iphone 11 128gb ljubicasti,Zagrebačka,rabljeno,330,prodaje se koristeni iphone 11 128gb ljubicaste boje. ocuvan bez ijedne crtice. stanje se vidi se na slikama. kapacitet baterije 84%. uz normalno koristenje puni se jednom dnevno. uz njega dolazi maskica i kabel usb c lightning.,41788261,31.10.2023.,509
157,mmarkas,iphone 11,Grad Zagreb,rabljeno,300,mobitel 2 godine star ocuvan zdravlje baterije na 84% uz mobitel se dobije punjac koji nije nikad koristen javiti se porukom na whatsapp ili pozivom 0995353180,41788218,31.10.2023.,502
158,oblak1233,iphone 11 garancija 91% baterija,Varaždinska,rabljeno,310,prodaje se iphone 11 crne boje kuplje u 11 mjesecu prosle godine znaci garancija do 11 mjeseca vrijedi kapacitet baterije je 91% stanje 9 10 moguca zamjena za neki drugi mobitel samsung ili iphone cijena nije fiksna,41785960,31.10.2023.,128
159,michaeltordinac,iphone 11 64gb,Osječko-baranjska,rabljeno,300,prodajem iphone 11 64gb mobitel je ocuvan kao sto se vidi i na slikama uz mobitel ide punjac i maskice. za sve ostale inf. javite se porukom. baterija 80% cijena 300e,41547839,30.10.2023.,294
160,Dany99,iphone 11 64 gb kao nov,Splitsko-dalmatinska,rabljeno,320,prodajem iphone 11 64 gb memorije. mobitel je jako slabo koristen te potpuno ocuvan bez ikakvih tragova koristenja. baterija mu je na 93% zdravlja. otkljucan je na sve mreze. za vise informacija slobodno se javite whatsapp porukom ili pozivom.,41781224,30.10.2023.,102
161,LukaDurdevic,iphone 11 128gb,Osječko-baranjska,rabljeno,350,iphone 11 bjele boje 128gb. veoma dobro ocuvan malo koristen mobitel. mobitel na sebi ima protection glass i dolazi sa svojom orginalnom kutijom.,41781021,30.10.2023.,91
162,Nanypu,iphone 11 white 64gb,Istarska,rabljeno,280,iphone 11 white 64gb 85kapacitet baterije mobitel kao nov,41777101,30.10.2023.,67
163,stefanh,iphone 11 64gb baterija 99% 10 10 crni,Grad Zagreb,rabljeno,380,prodajem rabljeni iphone 11 64gb kapacitet baterije 99% prva jako malo koristen boja crna,41777089,30.10.2023.,474
164,mistom,iphone 11 128 gb ,Grad Zagreb,rabljeno,350,prodajem bijeli iphone 11 kupljen sredinom 2020. godine. baterija traje otprilike jedan dan intenzivnijeg koristenja surfanje web om streamanje videa igranje igrica . screenshot sa stanjem baterije je medju fotografijama oglasa. memorija za pohranjivanje 128 gb nisam zainteresiran za zamjene. vise tehnickih detalja o samom uredjaju https www.gsmarena.com apple iphone 11 9848.php a2221,41030622,30.10.2023.,1126
165,groz,iphone 11 64gb 84% zdravlje baterije stanje 8 10,Grad Zagreb,rabljeno,200,ima tragove koristenja mobitel je moguce kupiti ovako za 200 moguce zamjene uz moju nadoplatu za modele od iphona 13 na dalje pogotovo pro i pro max modeli ,41775574,29.10.2023.,347
166,bukovje65,iphone 11 64 gb,Zagrebačka,rabljeno,410,prodajem iphone. razlog prodaje je kupnja macbook air 15 laptopa. koristen 2 godine. od prvog dana nosen u maskici a preko ekrana je zastita. zagreb samobor varazdin,38417685,29.10.2023.,136
167,Agi-dragon,iphone 11 prodajem,Grad Zagreb,rabljeno,300,bijeli iphone 11 64 gb sa dva ostecenja na originalnom zastitnom staklu ostecenja vidljiva na fotografijama prodajem.,39607741,29.10.2023.,139
168,Rukathasi,iphone 11,Zagrebačka,rabljeno,280,iphone 11 64gb baterija 84% kaljeno maskica punjac kutija sve radi face id 280 fix,41771572,29.10.2023.,65
169,zlazic_hr,i phone 11 black 64gb,Grad Zagreb,rabljeno,240,rabljeni mobitel u odlicnom stanju kutija kabl za punjenje,41765104,28.10.2023.,121
170,mateagospic,iphone 11,Grad Zagreb,rabljeno,315,iphone 11 64gb crni i burga maskica na poklon uz mobitel dolazi i punjac mobitel je koristen ali sve radi,41760344,27.10.2023.,52
171,Mariobrzi7,iphone 11,Vukovarsko-srijemska,rabljeno,250,iphone 11 64gb kaljeno novo na njemu super stanje baterija73%,41754995,26.10.2023.,186
172,Branee12345,iphone 11 64gb,Grad Zagreb,rabljeno,270,prodajem iphone 11 64gb. star dvije godine bez ogrebotina na ekranu. na njemu kaljeno staklo. zdravlje baterije 80%.,41750439,26.10.2023.,92
173,Sara2907,iphone 11 64 gb,Osječko-baranjska,rabljeno,270,prodajem iphone 11 kupljen 10 2019. uredjaj je u savrsenom stanju sto je vidljivo i po slikama. uvijek nosen u maskici te nema ostecenja. uz uredjaj ide sva pripadajuca oprema te dvije maskice. kontakt broj 0956329760. moze i whatsapp viber,41505770,25.10.2023.,374
174,cmrljavi,iphone11 128 gb,Grad Zagreb,rabljeno,300,iphone 11 128 gb.star 2 god. zdravlje baterije 83% ima jedva vidljivu ogrebotinu u gornjem lijevom kutu.mobitel dolazi sa kutijom racunom i bez punjaca.092 1942060,41735472,24.10.2023.,71
175,dinovz1,iphone 11,Varaždinska,rabljeno,300,iphone 11 64gb kao nov od prvog dana u maskici bez ogrebotina,41494788,24.10.2023.,272
176,IML,iphone 11 64 gb crni,Grad Zagreb,rabljeno,349,stanje 10 10 otkljucan na sve mreze. stanje baterije 99%.,40888670,23.10.2023.,735
177,SOPOT88,iphone 11 uscuvan s originalnom kutijom povoljno prodajem,Grad Zagreb,rabljeno,270,izvrstan uredjaj 64 gb dobra baterija originalna kutija hitno prodajem.,41503291,18.10.2023.,295
178,maminjo4444,iphone 11 64mb,Splitsko-dalmatinska,rabljeno,270,iphone 11 64 mb 75% baterija ocuvan maksimalno kao nov,41500371,17.10.2023.,273
179,torsag,iphone 11,Krapinsko-zagorska,rabljeno,440,prodaje se iphone 11 kupljen u njemackoj. star 2 5 godine.. uscuvan stanje 9 10. cijelo vrijeme u zastitnoj masci. ios 17.3 maskica na poklon zaatita za kameru uz mobiteli se prodaje i apple watch 3..takoder uscuvan slabo koristen.. sve zajedno u paketu,41654127,15.10.2023.,131
180,"Ab mobile d.o.o- trgovina,gsm,elektronika,informatika,dijelovi",apple iphone 11 128gb green rabljen nov lcd i nekodirana baterija ,Istarska,rabljeno,270,apple iphone 11 128gb green rabljen nov lcd i nekodirana baterija detaljni opis artikla dostupan na nasem webshop u https www.ab mobiteli.com mobiteli uredjaji rabljeni mobiteli used mobilephones apple iphone 11 128gb green rabljen nov lcd i nekodirana baterija ,41504643,25.09.2023.,187
